UF,Codigo SIAFI Municipio,Nome Municipio,Valor Parcela
SP,6681,MARILIA,3900
PI,1053,COCAL,24100
BA,3443,CASA NOVA,17200
SP,6551,ITAPEVI,12400
MG,5249,SAO JOAO DEL REI,8700
PA,427,BELEM,23300
PE,2357,CABO DE SANTO AGOSTINHO,16300
SP,6477,GUARULHOS,24100
PI,1159,PICOS,16700
PE,2355,BUIQUE,19600
MA,869,PINHEIRO,8500
MG,4865,MONTES CLAROS,12400
PB,2207,SAPE,17900
MA,757,CAXIAS,16300
CE,1439,JAGUARIBE,24200
SP,7107,SAO PAULO,34100
PE,2521,PETROLINA,27700
SP,7057,SANTO ANDRE,8700
AM,223,CAREIRO,8500
RO,3,PORTO VELHO,7800
BA,3595,ITABERABA,8500
PB,2041,ITAPORANGA,21600
BA,3833,RIBEIRA DO POMBAL,19000
CE,1495,PACATUBA,7800
MA,921,SAO LUIS,3900
BA,3403,CAETITE,12400
MA,869,PINHEIRO,8500
MA,723,BACABAL,25600
SP,6425,FRANCA,16300
SP,7107,SAO PAULO,8700
SP,6377,DIADEMA,17500
MA,921,SAO LUIS,8500
MA,723,BACABAL,44200
MS,9137,PORTO MURTINHO,3900
SE,3141,ESTANCIA,12400
PI,1077,FLORIANO,22100
PE,2531,RECIFE,17000
DF,9701,BRASILIA,8500
BA,3039,SERRA DO RAMALHO,16300
SP,6389,DRACENA,17600
PE,2475,LAJEDO,42600
GO,9221,ANAPOLIS,28000
BA,3965,VITORIA DA CONQUISTA,8700
SP,6713,MOGI DAS CRUZES,17200
RS,8777,PALMEIRA DAS MISSOES,28700
SP,6189,AVARE,16300
BA,3669,JUAZEIRO,16300
PB,2051,JOAO PESSOA,25700
MA,869,PINHEIRO,16300
TO,9241,ARAGUAINA,12400
PB,1921,AREIA,29400
MG,4267,CARATINGA,59700
PE,2359,CABROBO,34100
BA,3773,PARAMIRIM,35100
BA,3415,CAMAMU,13100
PA,441,CAMETA,34600
AL,2745,CORURIPE,13100
MA,803,IMPERATRIZ,12400
BA,3593,IRECE,41500
MA,937,TIMON,33000
MA,921,SAO LUIS,20200
AM,9835,IRANDUBA,12400
PE,2427,GRAVATA,12400
AL,2785,MACEIO,17000
BA,3691,LIVRAMENTO DE NOSSA SENHORA,17000
AC,139,RIO BRANCO,32700
SP,7107,SAO PAULO,29500
GO,9549,PONTALINA,7800
BA,3897,SEABRA,12400
BA,3849,SALVADOR,11700
GO,9543,PIRENOPOLIS,8500
RS,8801,PORTO ALEGRE,25700
SP,7079,SAO CARLOS,17200
PI,1077,FLORIANO,8500
RJ,5863,NILOPOLIS,20200
AL,2853,RIO LARGO,42600
CE,1341,BATURITE,8500
MA,921,SAO LUIS,8500
PA,415,ANANINDEUA,17700
PR,7407,ALMIRANTE TAMANDARE,19300
SP,7107,SAO PAULO,12400
AP,605,MACAPA,8500
BA,3833,RIBEIRA DO POMBAL,12400
AL,2795,MARIBONDO,8500
ES,5629,COLATINA,3900
CE,1389,FORTALEZA,8500
SE,3105,ARACAJU,25600
SP,7075,SAO BERNARDO DO CAMPO,12400
RJ,5833,DUQUE DE CAXIAS,13100
SP,6713,MOGI DAS CRUZES,12400
GO,9625,TRINDADE,7800
PE,2379,CARPINA,20900
PA,587,MAE DO RIO,16300
RS,8593,CARLOS BARBOSA,16300
PI,1219,TERESINA,16300
PA,425,BARCARENA,21100
SC,8339,SAO MIGUEL D'OESTE,16300
SE,3213,PROPRIA,20900
CE,1409,ICO,54000
MS,9057,CASSILANDIA,17800
SP,7057,SANTO ANDRE,8500
SP,6563,ITAQUAQUECETUBA,17200
RJ,2909,BELFORD ROXO,20200
MA,937,TIMON,4600
PA,427,BELEM,16300
TO,9461,MIRACEMA DO TOCANTINS,16700
RJ,5865,NITEROI,16300
BA,3651,JACOBINA,41500
MA,961,ACAILANDIA,20200
PI,1113,LUIS CORREIA,28000
PA,427,BELEM,8500
PB,2027,GUARABIRA,25700
PE,2381,CARUARU,36200
MG,4541,FRUTAL,3900
BA,3713,MARAGOGIPE,25700
BA,3579,IPIAU,8700
BA,3873,SANTO ANTONIO DE JESUS,12400
AM,255,MANAUS,7800
BA,3883,SAO FRANCISCO DO CONDE,25700
BA,3377,BOM JESUS DA LAPA,9100
MG,5401,UBERABA,8500
RS,8925,TAPES,15600
AM,255,MANAUS,20900
BA,3523,GANDU,16300
RJ,6001,RIO DE JANEIRO,25700
SP,7107,SAO PAULO,12400
CE,1389,FORTALEZA,19400
PR,7667,LONDRINA,8500
PE,2379,CARPINA,24700
SP,6477,GUARULHOS,20200
PA,447,CASTANHAL,28500
MG,4625,IPATINGA,12400
MA,803,IMPERATRIZ,16300
MA,879,PRESIDENTE DUTRA,25700
CE,1409,ICO,27700
MG,4723,JOAO MONLEVADE,16300
BA,3743,MUNDO NOVO,24200
BA,3877,SAO DESIDERIO,25400
SE,3169,LAGARTO,17200
BA,3445,CASTRO ALVES,42600
PE,2521,PETROLINA,8700
PE,2381,CARUARU,8700
BA,3669,JUAZEIRO,20200
BA,3821,REMANSO,31100
RJ,5833,DUQUE DE CAXIAS,16300
RJ,5865,NITEROI,8700
MG,4079,ARAXA,3900
PR,7629,JACAREZINHO,20200
AL,2859,SANTANA DO IPANEMA,24200
SP,7107,SAO PAULO,8700
SP,7107,SAO PAULO,20200
PI,1211,SAO RAIMUNDO NONATO,46300
CE,1429,ITAPIPOCA,42100
CE,1385,CRATO,36600
PE,2427,GRAVATA,20200
SE,3247,TOBIAS BARRETO,4600
RJ,5833,DUQUE DE CAXIAS,3900
SP,7107,SAO PAULO,44200
PB,2179,SAO BENTO,17100
GO,9561,POSSE,9200
PA,471,ITAITUBA,17700
PA,559,TOME-ACU,43400
MG,4111,BARBACENA,13100
RS,8771,NOVO HAMBURGO,15500
AL,2859,SANTANA DO IPANEMA,29400
RS,8801,PORTO ALEGRE,25600
SC,8057,CACADOR,7800
CE,1373,CAUCAIA,24600
PA,445,CAPITAO POCO,16300
PE,2301,AFOGADOS DA INGAZEIRA,16300
ES,5627,CASTELO,3900
BA,3313,ALAGOINHAS,24200
PR,7885,SAO JOSE DOS PINHAIS,8700
CE,1419,IPUEIRAS,12400
PE,2427,GRAVATA,17900
CE,1303,ACARAU,16300
CE,1303,ACARAU,24200
BA,3711,MARACAS,21400
PB,2117,PATOS,17000
SP,7107,SAO PAULO,8700
PI,1077,FLORIANO,14200
MG,4733,JUIZ DE FORA,34100
BA,3849,SALVADOR,17000
PE,2499,PALMARES,11700
RN,1603,ASSU,17200
CE,1303,ACARAU,24200
RJ,6001,RIO DE JANEIRO,11700
AL,971,TEOTONIO VILELA,11100
PA,483,MARABA,16300
PA,505,ORIXIMINA,20200
BA,3661,JEQUIE,17400
PE,2531,RECIFE,14200
SE,3127,CARIRA,8700
SP,7057,SANTO ANDRE,17200
DF,9701,BRASILIA,12400
AL,2859,SANTANA DO IPANEMA,16300
MT,9193,CANARANA,24100
BA,3629,ITAPETINGA,16300
PA,535,SANTAREM,14000
PI,1223,URUCUI,34100
BA,3897,SEABRA,25700
CE,1493,PACAJUS,3900
SC,8055,BRUSQUE,17500
MA,891,ROSARIO,37200
AM,255,MANAUS,8500
MG,4715,JEQUITINHONHA,32700
MG,730,SARZEDO,34100
AL,2859,SANTANA DO IPANEMA,32900
RJ,6001,RIO DE JANEIRO,12400
SP,6155,ARACATUBA,7800
PB,2051,JOAO PESSOA,8500
PE,2333,BELO JARDIM,8700
AM,255,MANAUS,10700
BA,3957,VALENCA,20200
BA,3849,SALVADOR,12400
PA,483,MARABA,16300
PA,441,CAMETA,20900
PR,5451,ITAPERUCU,8500
MG,4625,IPATINGA,40100
PI,1159,PICOS,19100
PA,509,PARAGOMINAS,8500
PI,1153,PARNAIBA,8500
PE,2475,LAJEDO,23800
MG,4245,CAPELINHA,13100
MG,5397,UBA,12400
MG,4961,PATROCINIO,12400
CE,1585,MARACANAU,3900
RN,1779,PARNAMIRIM,3900
BA,3467,CONCEICAO DO COITE,13900
SP,6547,ITAPETININGA,11700
DF,9701,BRASILIA,12400
PA,535,SANTAREM,12400
MG,5427,VICOSA,16300
PA,443,CAPANEMA,20200
SP,6425,FRANCA,25600
SP,6921,PRAIA GRANDE,3900
AM,261,MAUES,38600
PA,411,ALTAMIRA,12400
PB,1921,AREIA,20900
MG,4245,CAPELINHA,29200
RS,8691,HORIZONTINA,8500
GO,9459,MINEIROS,20200
RJ,6001,RIO DE JANEIRO,41100
DF,9701,BRASILIA,31300
RS,8785,PASSO FUNDO,28000
SE,3115,BOQUIM,27700
PE,2327,BARREIROS,54000
PB,2117,PATOS,37600
CE,1383,CRATEUS,15400
SP,7107,SAO PAULO,24100
ES,5625,CARIACICA,12400
RJ,2909,BELFORD ROXO,25700
BA,3435,CANSANCAO,34100
PI,1077,FLORIANO,8500
PB,2207,SAPE,19500
PB,2225,SOUSA,17200
BA,3661,JEQUIE,34100
SP,7107,SAO PAULO,16300
MG,4893,NOVA ERA,17700
AL,2747,DELMIRO GOUVEIA,8700
AL,2705,ARAPIRACA,16300
CE,1453,LIMOEIRO DO NORTE,14100
CE,1385,CRATO,8500
CE,1453,LIMOEIRO DO NORTE,8500
PR,7659,LARANJEIRAS DO SUL,12400
PB,1965,CABEDELO,17000
GO,9205,ALEXANIA,17000
PA,401,ABAETETUBA,8500
PE,2345,BONITO,8500
MG,4365,CONSELHEIRO LAFAIETE,48800
CE,1351,CAMOCIM,8500
BA,3433,CANDIDO SALES,24100
MG,4533,FRANCISCO SA,8500
PE,2477,LIMOEIRO,8500
BA,3581,IPIRA,12400
RS,8835,SANANDUVA,27600
MG,5425,VESPASIANO,3900
BA,3661,JEQUIE,68100
PE,2517,PESQUEIRA,20900
RN,1761,NATAL,8500
CE,1411,IGUATU,12400
SP,7097,SAO JOSE DO RIO PRETO,8700
BA,3849,SALVADOR,12400
GO,9297,CAMPOS BELOS,22900
AM,253,MANACAPURU,8500
MG,5035,POCOS DE CALDAS,12400
AL,2813,OLHO D'AGUA DAS FLORES,12400
SE,3169,LAGARTO,25300
BA,3495,CRUZ DAS ALMAS,12400
RO,3,PORTO VELHO,29600
MG,4111,BARBACENA,8500
TO,9733,PALMAS,3900
RS,8555,CACAPAVA DO SUL,12400
CE,1447,JUAZEIRO DO NORTE,7800
CE,1389,FORTALEZA,25700
RJ,5813,CABO FRIO,4600
PE,2401,CUSTODIA,51200
SP,7107,SAO PAULO,3900
SP,7107,SAO PAULO,29400
BA,3849,SALVADOR,12400
BA,3957,VALENCA,17000
CE,1321,ARACATI,16300
PA,535,SANTAREM,25700
AL,2845,PORTO CALVO,27600
PA,433,BRAGANCA,17000
MA,957,SANTA INES,70200
PA,443,CAPANEMA,16300
PR,7777,PONTA GROSSA,21600
BA,3515,FEIRA DE SANTANA,7800
PR,7535,CURITIBA,22200
BA,3581,IPIRA,8500
BA,3313,ALAGOINHAS,12400
PE,2589,SURUBIM,23300
SP,7079,SAO CARLOS,20200
GO,9473,MORRINHOS,20200
SP,6495,IBIUNA,12400
RN,1787,PAU DOS FERROS,17100
AM,225,COARI,20900
SP,6477,GUARULHOS,8500
RJ,6001,RIO DE JANEIRO,13100
RS,8599,CAXIAS DO SUL,51100
PE,2457,JABOATAO DOS GUARARAPES,16300
SC,8083,CONCORDIA,8500
CE,1353,CAMPOS SALES,50100
MG,5023,PIRAPORA,42700
RJ,2921,RIO DAS OSTRAS,20900
RS,8935,TRAMANDAI,24100
AM,255,MANAUS,16300
SP,6377,DIADEMA,16300
CE,1389,FORTALEZA,16300
CE,1439,JAGUARIBE,17900
BA,3425,CANAVIEIRAS,8700
BA,3413,CAMACARI,16300
PR,7915,TELEMACO BORBA,12400
PE,2571,SAO JOSE DO EGITO,17200
BA,3849,SALVADOR,24800
SE,3195,NOSSA SENHORA DO SOCORRO,16300
PE,2531,RECIFE,16300
PA,483,MARABA,12400
SP,6875,PIRACICABA,3900
ES,5699,SERRA,17200
PB,1981,CAMPINA GRANDE,20200
BA,3087,DIAS D'AVILA,12400
RN,1619,APODI,20900
CE,1305,ACOPIARA,8500
MA,727,BALSAS,59700
MA,889,SAO JOSE DE RIBAMAR,22600
RJ,5869,NOVA IGUACU,33000
SP,6639,LIMEIRA,34100
AP,615,SANTANA,15800
BA,3863,SANTA MARIA DA VITORIA,8500
PE,2323,ARCOVERDE,15500
CE,1569,TIANGUA,14600
MT,9167,VARZEA GRANDE,16300
BA,3541,IBICARAI,8500
BA,3849,SALVADOR,28200
PA,443,CAPANEMA,8500
MA,793,GRAJAU,33300
MA,761,CHAPADINHA,24200
BA,3533,GUANAMBI,25600
MG,4661,ITANHANDU,3900
AM,9847,TABATINGA,20900
RS,8903,SARANDI,12400
RJ,5885,RIO BONITO,34100
MG,5023,PIRAPORA,12400
BA,3515,FEIRA DE SANTANA,42600
CE,1559,SOBRAL,12400
AM,253,MANACAPURU,31700
SP,7107,SAO PAULO,24200
GO,9373,GOIANIA,25600
SP,6853,PERUIBE,16300
SP,6213,BARUERI,12400
PA,629,NOVO REPARTIMENTO,8500
BA,3279,ITABELA,8500
SP,7175,TAQUARITINGA,12100
MG,4133,BETIM,14800
PR,7535,CURITIBA,7800
BA,3711,MARACAS,17800
BA,3803,POCOES,8700
PI,1113,LUIS CORREIA,22600
BA,3597,ITABUNA,12400
SP,7107,SAO PAULO,3900
PE,2589,SURUBIM,26200
BA,3803,POCOES,20200
RJ,5897,SAO GONCALO,8700
MS,9065,COXIM,17500
CE,1369,CASCAVEL,32700
PE,2577,SERRA TALHADA,20900
MG,4733,JUIZ DE FORA,16300
CE,1389,FORTALEZA,12400
BA,3581,IPIRA,8500
PI,1043,CAMPO MAIOR,8500
MA,861,PEDREIRAS,21700
SP,6921,PRAIA GRANDE,7800
RJ,6001,RIO DE JANEIRO,8500
PE,2491,OLINDA,17000
MA,763,CODO,8500
PA,435,BREVES,12400
AC,145,SENA MADUREIRA,25700
PE,2521,PETROLINA,25700
SP,6131,AMERICANA,17200
ES,5663,LINHARES,8500
MA,949,VIANA,24200
CE,1463,MAURITI,8500
SP,7075,SAO BERNARDO DO CAMPO,12100
MA,901,SANTA RITA,24100
SC,8105,FLORIANOPOLIS,31300
PB,2095,MONTEIRO,25700
PB,2051,JOAO PESSOA,8500
SP,6713,MOGI DAS CRUZES,16300
PE,2435,IGARASSU,10700
MA,727,BALSAS,12400
AM,255,MANAUS,29400
MA,937,TIMON,34900
SP,7107,SAO PAULO,8500
BA,3685,LAURO DE FREITAS,20200
SP,7075,SAO BERNARDO DO CAMPO,29500
PE,2499,PALMARES,24100
DF,9701,BRASILIA,17700
RJ,5849,MAGE,12400
CE,1303,ACARAU,19000
BA,3849,SALVADOR,7800
AC,139,RIO BRANCO,34100
CE,1411,IGUATU,15800
PE,2517,PESQUEIRA,20800
PE,2543,SALGUEIRO,22600
SE,3247,TOBIAS BARRETO,8500
AL,2859,SANTANA DO IPANEMA,32900
PE,2605,TIMBAUBA,51100
SP,7075,SAO BERNARDO DO CAMPO,8500
CE,1447,JUAZEIRO DO NORTE,13100
CE,1389,FORTALEZA,15500
AM,255,MANAUS,28000
BA,3523,GANDU,3900
RN,1787,PAU DOS FERROS,59700
AL,2757,GIRAU DO PONCIANO,29800
MA,921,SAO LUIS,17700
DF,9701,BRASILIA,27400
BA,3495,CRUZ DAS ALMAS,17000
PE,2357,CABO DE SANTO AGOSTINHO,16300
MT,9151,RONDONOPOLIS,20200
AM,241,ITACOATIARA,16400
PE,2627,VITORIA DE SANTO ANTAO,8500
SP,6313,CARAPICUIBA,8500
RN,1761,NATAL,16300
PE,2535,RIBEIRAO,16300
BA,3641,ITIUBA,8500
BA,3661,JEQUIE,24800
PA,587,MAE DO RIO,21700
PA,427,BELEM,17000
RS,8835,SANANDUVA,20900
CE,1321,ARACATI,13100
PE,2419,GARANHUNS,9700
RJ,6001,RIO DE JANEIRO,13100
AM,241,ITACOATIARA,16300
PB,2039,ITABAIANA,20900
AL,2705,ARAPIRACA,20900
MG,4445,DIVINOPOLIS,17200
SP,7107,SAO PAULO,8700
SP,7099,SAO JOSE DOS CAMPOS,23900
BA,3573,ILHEUS,8500
MA,761,CHAPADINHA,37700
RJ,6001,RIO DE JANEIRO,17000
RJ,6001,RIO DE JANEIRO,8500
PR,7813,RIBEIRAO CLARO,3900
RN,1761,NATAL,3900
PA,621,IPIXUNA DO PARA,41500
BA,3959,VALENTE,32100
MA,757,CAXIAS,8500
ES,5699,SERRA,16300
PA,401,ABAETETUBA,26200
PA,411,ALTAMIRA,16300
GO,9561,POSSE,20900
BA,3413,CAMACARI,16300
RJ,6001,RIO DE JANEIRO,8500
BA,3669,JUAZEIRO,12400
BA,3629,ITAPETINGA,3900
RO,5,JI-PARANA,16300
RJ,5821,CANTAGALO,27700
RJ,5897,SAO GONCALO,42700
MA,957,SANTA INES,16300
SP,6409,FARTURA,12400
RJ,5833,DUQUE DE CAXIAS,15600
MA,1285,SANTA LUZIA DO PARUA,16400
CE,1555,SENADOR POMPEU,26100
ES,5625,CARIACICA,39400
BA,3595,ITABERABA,20200
BA,3597,ITABUNA,13100
PE,2357,CABO DE SANTO AGOSTINHO,33300
MA,879,PRESIDENTE DUTRA,25700
CE,1429,ITAPIPOCA,30200
BA,3599,ITACARE,8500
PB,2051,JOAO PESSOA,8500
SP,6465,GUARARAPES,3900
PR,7743,PARANACITY,20900
PE,2531,RECIFE,20200
BA,3419,CAMPO FORMOSO,23800
CE,1389,FORTALEZA,20200
PB,1981,CAMPINA GRANDE,16300
PA,447,CASTANHAL,15700
SE,3247,TOBIAS BARRETO,14100
PE,2543,SALGUEIRO,8500
PA,471,ITAITUBA,23200
SC,8173,JAGUARUNA,8700
MG,4703,JANUARIA,34200
MA,761,CHAPADINHA,25600
RS,8801,PORTO ALEGRE,17100
PR,7591,IBIPORA,13100
RJ,6001,RIO DE JANEIRO,16300
RJ,2909,BELFORD ROXO,19600
PB,2175,SANTA RITA,17700
AM,255,MANAUS,20900
PR,7591,IBIPORA,11700
MG,4371,CONTAGEM,8700
ES,5663,LINHARES,12400
SP,6619,JUNDIAI,16300
MG,4865,MONTES CLAROS,8500
MT,9067,CUIABA,12400
RN,1621,AREIA BRANCA,17200
RN,1639,CAICO,3900
RR,301,BOA VISTA,20200
BA,3319,AMARGOSA,16300
MG,4123,BELO HORIZONTE,16300
SE,3141,ESTANCIA,16300
RJ,5869,NOVA IGUACU,12400
MG,5391,TUPACIGUARA,20200
PB,2027,GUARABIRA,16300
SP,6291,CAMPINAS,33300
RJ,5865,NITEROI,8700
ES,5697,SAO MATEUS,34100
MG,5023,PIRAPORA,12400
PB,2051,JOAO PESSOA,39200
RJ,6001,RIO DE JANEIRO,12400
SP,7107,SAO PAULO,8500
SE,3179,MARUIM,8500
RJ,5865,NITEROI,25700
RJ,5867,NOVA FRIBURGO,30200
SP,7107,SAO PAULO,8500
PE,2631,ABREU E LIMA,14000
BA,3513,EUCLIDES DA CUNHA,34100
PE,2379,CARPINA,7800
BA,3849,SALVADOR,3900
RJ,5819,CAMPOS DOS GOITACAZES,25000
MG,4865,MONTES CLAROS,20200
PA,435,BREVES,55200
SE,3247,TOBIAS BARRETO,12400
AM,255,MANAUS,12400
SP,6211,BARRINHA,28000
BA,3595,ITABERABA,25500
SP,7099,SAO JOSE DOS CAMPOS,12400
RJ,2909,BELFORD ROXO,16300
RJ,2909,BELFORD ROXO,20900
SP,6713,MOGI DAS CRUZES,25600
MA,949,VIANA,8500
PA,401,ABAETETUBA,13100
PR,7885,SAO JOSE DOS PINHAIS,25600
PR,7745,PARANAGUA,7800
CE,1373,CAUCAIA,27000
PI,1037,BOM JESUS,21700
AM,207,AUTAZES,15600
ES,2929,MARECHAL FLORIANO,3900
SE,3105,ARACAJU,12400
RJ,5833,DUQUE DE CAXIAS,16300
BA,3901,SENHOR DO BONFIM,13100
SE,3157,ITABAIANA,20200
MG,4123,BELO HORIZONTE,25700
RJ,5877,PETROPOLIS,7800
CE,1303,ACARAU,15500
MG,5403,UBERLANDIA,16300
SP,6415,FERRAZ DE VASCONCELOS,25600
BA,3875,SANTO ESTEVAO,17000
BA,3629,ITAPETINGA,8700
MA,733,BARREIRINHAS,12400
PE,2497,OURICURI,8500
AC,145,SENA MADUREIRA,20200
PE,2491,OLINDA,30700
PR,7927,TOLEDO,20200
BA,3971,XIQUE-XIQUE,25700
SP,6113,AGUDOS,12400
SP,7107,SAO PAULO,8500
ES,5693,SAO GABRIEL DA PALHA,12400
BA,3833,RIBEIRA DO POMBAL,17100
PB,2117,PATOS,16300
CE,1447,JUAZEIRO DO NORTE,16300
SP,6795,OURINHOS,16300
SP,7107,SAO PAULO,14400
MA,869,PINHEIRO,16900
PE,2531,RECIFE,12400
BA,3965,VITORIA DA CONQUISTA,54800
PB,1937,BAYEUX,13100
PA,435,BREVES,17000
ES,5647,GUARAPARI,20200
DF,9701,BRASILIA,8700
RS,8851,SANTIAGO,16300
MA,727,BALSAS,29400
MG,5371,TEOFILO OTONI,16300
RJ,6001,RIO DE JANEIRO,42600
RJ,5863,NILOPOLIS,8500
BA,3579,IPIAU,19700
SP,6155,ARACATUBA,4600
PA,411,ALTAMIRA,16300
PA,535,SANTAREM,16300
SP,6425,FRANCA,7800
PE,2573,SAO LOURENCO DA MATA,49900
CE,1389,FORTALEZA,21600
MG,4701,JANAUBA,25600
SE,3179,MARUIM,8500
RS,8815,RIO GRANDE,16300
BA,3735,MORRO DO CHAPEU,8700
ES,5623,CACHOEIRO DE ITAPEMIRIM,22700
AM,269,PARINTINS,57500
MS,9073,DOURADOS,25600
SP,6713,MOGI DAS CRUZES,12400
BA,3391,BRUMADO,14100
PE,2631,ABREU E LIMA,3900
PB,1981,CAMPINA GRANDE,12400
MG,5139,SALINAS,4600
SP,6681,MARILIA,16300
MS,9063,CORUMBA,4600
RN,1651,CEARA-MIRIM,12400
DF,9701,BRASILIA,20200
CE,1427,ITAPAGE,12400
MA,937,TIMON,16300
MG,4267,CARATINGA,16300
RS,8955,VENANCIO AIRES,25700
MG,4069,ARAGUARI,12400
ES,5663,LINHARES,7800
SC,8267,PORTO UNIAO,12400
MS,9063,CORUMBA,20900
ES,5705,VITORIA,12400
BA,3581,IPIRA,16300
SP,6551,ITAPEVI,20900
BA,3965,VITORIA DA CONQUISTA,24800
BA,3849,SALVADOR,30900
SP,6715,MOGI-GUACU,17000
SP,7107,SAO PAULO,8700
AM,251,LABREA,25600
CE,1493,PACAJUS,27200
ES,5647,GUARAPARI,24100
RS,8847,SANTA ROSA,16300
MA,937,TIMON,17200
BA,3751,NAZARE,9700
SP,7107,SAO PAULO,43400
PA,571,XINGUARA,16300
GO,9565,RIALMA,12400
PB,2051,JOAO PESSOA,22600
PB,2095,MONTEIRO,39600
SP,7107,SAO PAULO,8500
PR,7695,MARMELEIRO,16300
SP,6789,OSASCO,12400
RJ,5819,CAMPOS DOS GOITACAZES,12400
PI,1211,SAO RAIMUNDO NONATO,15200
BA,3909,SERRINHA,12400
AL,2837,PILAR,26900
MA,957,SANTA INES,17200
PA,54,MARITUBA,16400
MG,4617,INHAPIM,12400
SP,6401,EMBU,7800
MA,921,SAO LUIS,3900
SP,7107,SAO PAULO,8700
MS,9093,IVINHEMA,8500
PE,2531,RECIFE,8500
SP,7107,SAO PAULO,18100
BA,3685,LAURO DE FREITAS,38600
BA,3313,ALAGOINHAS,22400
PE,2321,ARARIPINA,48800
BA,3901,SENHOR DO BONFIM,42600
BA,3435,CANSANCAO,16600
RS,8581,CANDELARIA,27300
PR,5453,PINHAIS,17200
PE,2381,CARUARU,20200
PB,1981,CAMPINA GRANDE,12400
MG,4265,CARANGOLA,8500
RJ,5819,CAMPOS DOS GOITACAZES,19100
PE,2543,SALGUEIRO,12400
PB,1981,CAMPINA GRANDE,8500
RJ,5849,MAGE,16300
BA,3849,SALVADOR,12400
PE,2605,TIMBAUBA,34200
RJ,6001,RIO DE JANEIRO,25700
PI,1165,PIRACURUCA,17000
CE,1439,JAGUARIBE,18800
BA,3781,PAULO AFONSO,16300
MA,957,SANTA INES,34100
SP,7057,SANTO ANDRE,25700
PA,567,REDENCAO,16300
MG,4147,BOM DESPACHO,19500
RJ,6001,RIO DE JANEIRO,17100
SP,6213,BARUERI,28000
SE,3189,NOSSA SENHORA DA GLORIA,20900
MA,921,SAO LUIS,16300
AL,971,TEOTONIO VILELA,12400
DF,9701,BRASILIA,8500
AC,139,RIO BRANCO,16300
RO,7,ARIQUEMES,7800
SP,7075,SAO BERNARDO DO CAMPO,16800
MA,757,CAXIAS,12400
SP,7107,SAO PAULO,20200
MA,861,PEDREIRAS,8500
BA,3825,RIACHAO DAS NEVES,25700
AC,107,CRUZEIRO DO SUL,12400
PE,2379,CARPINA,12400
MG,4559,GUANHAES,24200
PA,427,BELEM,17100
PA,411,ALTAMIRA,13200
SP,6189,AVARE,8700
SP,6643,LINS,12400
CE,1389,FORTALEZA,18500
PA,433,BRAGANCA,12400
RS,8701,IBIRUBA,16300
PI,1007,ALTOS,3900
RN,1823,SANTA CRUZ,13100
PA,411,ALTAMIRA,34100
RN,1759,MOSSORO,8500
PB,2027,GUARABIRA,20200
PA,401,ABAETETUBA,16300
SP,6477,GUARULHOS,17200
BA,3467,CONCEICAO DO COITE,20900
MA,727,BALSAS,8500
BA,3515,FEIRA DE SANTANA,25600
RJ,6001,RIO DE JANEIRO,21700
RJ,5833,DUQUE DE CAXIAS,32100
PE,2531,RECIFE,12400
BA,3971,XIQUE-XIQUE,34100
AL,2795,MARIBONDO,12400
MG,4865,MONTES CLAROS,20200
SP,6477,GUARULHOS,20200
PB,2125,PEDRAS DE FOGO,37700
PI,1077,FLORIANO,59600
MA,921,SAO LUIS,18800
RJ,5833,DUQUE DE CAXIAS,20200
PE,2531,RECIFE,16300
PE,2427,GRAVATA,17000
SP,7099,SAO JOSE DOS CAMPOS,8700
SP,7107,SAO PAULO,8500
SP,7057,SANTO ANDRE,20900
SP,6563,ITAQUAQUECETUBA,11700
SP,6713,MOGI DAS CRUZES,31200
PE,2427,GRAVATA,8500
MG,4133,BETIM,27600
PI,1155,PAULISTANA,26100
RJ,6001,RIO DE JANEIRO,16300
MA,921,SAO LUIS,16300
RJ,5897,SAO GONCALO,8700
MG,4033,ALMENARA,8500
SE,3251,UMBAUBA,12400
PE,2423,GOIANA,31300
RJ,6001,RIO DE JANEIRO,12400
PA,427,BELEM,16300
MA,723,BACABAL,12400
SP,6477,GUARULHOS,12400
CE,1569,TIANGUA,12400
MG,4123,BELO HORIZONTE,20900
GO,9361,FORMOSA,3900
CE,1545,SANTA QUITERIA,25300
RJ,5839,ITAGUAI,30200
AP,605,MACAPA,12400
MG,4031,ALFENAS,16300
RJ,5807,BARRA MANSA,8700
AC,113,FEIJO,16300
RJ,5819,CAMPOS DOS GOITACAZES,25700
CE,1355,CANINDE,8500
BA,3957,VALENCA,8500
BA,3965,VITORIA DA CONQUISTA,15700
MA,949,VIANA,20900
MG,4273,CARLOS CHAGAS,17100
MG,5343,SETE LAGOAS,33000
CE,1373,CAUCAIA,12400
MG,4885,NANUQUE,12400
MA,921,SAO LUIS,16800
PB,1921,AREIA,22700
PR,7667,LONDRINA,8700
RJ,5903,SAO PEDRO DA ALDEIA,10700
DF,9701,BRASILIA,3900
PB,2095,MONTEIRO,19500
GO,9571,RIO VERDE,21600
BA,3897,SEABRA,31300
CE,1369,CASCAVEL,13400
PE,2497,OURICURI,25700
BA,3511,ESPLANADA,8500
CE,1351,CAMOCIM,18100
PI,1219,TERESINA,29300
AM,235,HUMAITA,51200
PI,1225,VALENCA DO PIAUI,34100
RN,1759,MOSSORO,12400
PR,7549,FAXINAL,7800
MG,4179,BRUMADINHO,12400
RN,1639,CAICO,12400
RJ,6001,RIO DE JANEIRO,28000
